propertyId,coordinates,Micromarket,Area
P600,"13.23501399665694, 77.60900524471508",; Devanahalli,North Bangalore
P601,"12.910913179710736, 77.68441977020684",; Kaikondrahalli,East Bangalore
P602,"12.965945449732484, 77.67972378976079",; HAL Airport,East Bangalore
P603,"12.969202523210756, 77.7388476210472",; Whitefield,East Bangalore
P604,"12.923751287989946, 77.69763490906021",; Bellandur,East Bangalore
P605,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P606,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P607,"12.886789760698912, 77.76745828910654",; Sarjapura,East Bangalore
P608,"12.886789760698912, 77.76745828910654",; Sarjapura,East Bangalore
P609,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P610,"12.989855421607247, 77.7889036386394",; Hoskote,East Bangalore
P611,"12.989855421607247, 77.7889036386394",; Hoskote,East Bangalore
P612,"12.921411414289592, 77.57114467054836",; Banashankari,South Bangalore
P613,"12.913177329018195, 77.49534282023534",; Kengeri,West Bangalore
P614,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P615,"12.863611792325475, 77.54063907001292",; Banashankari 6th Stage,South Bangalore
P616,"13.029211039468228, 77.66504404723695",; Horamavu,North Bangalore
P617,"12.993128573952093, 77.80618722264346",; Hoskote,East Bangalore
P618,"13.086090317197556, 77.62373175607841",; Jakkur,North Bangalore
P619,"13.086090317197556, 77.62373175607841",; Jakkur,North Bangalore
P620,"13.086090317197556, 77.62373175607841",; Jakkur,North Bangalore
P621,"13.097344647579476, 77.61415826457143",; Yelahanka,East Bangalore
P622,"13.079526599876527, 77.6619836963841",; Chikkagubbi,North Bangalore
P623,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P624,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P625,"12.904527400002433, 77.66310654110178",; Harlur,East Bangalore
P626,"12.935468164007771, 77.72442181550053",; Balagere,East Bangalore
P627,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P628,"12.878833557251925, 77.78423456728042",; Sarjapura,East Bangalore
P629,"12.878833557251925, 77.78423456728042",; Sarjapura,East Bangalore
P630,"12.988123400959681, 77.72047027055221",; Hoodi,East Bangalore
P631,"12.870120176203777, 77.63456748925276",; Begur,South Bangalore
P632,"12.870120176203777, 77.63456748925276",; Begur,South Bangalore
P633,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P634,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P635,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P636,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P637,"12.885236338235405, 77.70417689812386",; Chikkakannalli,East Bangalore
P638,"13.24481869694114, 77.55174636900043",; Doddaballapura,North Bangalore
P639,"13.100388050939173, 77.6320527879462",; Yelahanka,East Bangalore
P640,"13.069901093933055, 77.64904401460707",; Narayanapura,North Bangalore
P641,"12.962632753872178, 77.60282902817262",; Shanthi Nagar,Central Bangalore
P642,"13.23501399665694, 77.60900524471508",; Devanahalli,North Bangalore
P643,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P644,"12.99019274646027, 77.71403261375838",; Hoodi,East Bangalore
P645,"13.082626731100468, 77.66011243657266",; Chikkagubbi,North Bangalore
P646,"13.142939259755332, 77.68114773988496",; KIADB Park,North Bangalore
P647,"13.068154870453842, 77.60559234562753",; Jakkur,North Bangalore
P648,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P649,"13.084838656297912, 77.64388908358518",; Yelahanka,East Bangalore
P650,"12.929907578102656, 77.74008647669012",; Gunjur,East Bangalore
P651,"12.890091730375417, 77.66797735575484",; Kudlu,East Bangalore
P652,"12.901776285614128, 77.67038234748944",; Harlur,East Bangalore
P654,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P656,"12.851185962958608, 77.60442115825919",; Akshayanagar,South Bangalore
P657,"12.89352699451544, 77.70485376116385",; Chikkakannalli,East Bangalore
P658,"13.069668069617595, 77.5923671003496",; Vignana Kendra,North Bangalore
P659,"12.98320091200248, 77.75431270067713",; Whitefield,East Bangalore
P661,"13.14692150491383, 77.67440651350014",; KIADB Park,North Bangalore
P662,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P663,"13.084838656297912, 77.64388908358518",; Yelahanka,East Bangalore
P664,"13.080972333850347, 77.6401610454648",; Yelahanka,East Bangalore
P666,"12.988131385093515, 77.72046663819711",; Hoodi,East Bangalore
P668,"12.958970888574594, 77.65440604624222",; HAL Airport,East Bangalore
P669,"13.002502896099896, 77.61845729507925",; Kadugondanahalli,North Bangalore
P671,"12.859129607470363, 77.56673548834561",; Anjanapura,South Bangalore
P672,"12.943176042378955, 77.58534384146701",; Vishveshwara Puram,Central Bangalore
P673,"13.028324915692142, 77.72349432085119",; Sadaramangala,East Bangalore
P675,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P676,"12.9941289028426, 77.70475669065668",; Garudachar Palya,East Bangalore
P677,"12.9941289028426, 77.70475669065668",; Garudachar Palya,East Bangalore
P678,"12.875678121251507, 77.77845060984751",; Sarjapura,East Bangalore
P679,"13.065167950372231, 77.56959318994038",; Vidyaranyapura,North Bangalore
P680,"12.939101298279471, 77.7376619858234",; Varthur,East Bangalore
P681,"12.856036843575097, 77.802339017791",; Sarjapura,East Bangalore
P683,"12.971372861944516, 77.76663621778859",; Whitefield,East Bangalore
P684,"12.917054100000014, 77.68923493328222",; Kaikondrahalli,East Bangalore
P685,"13.146093310458133, 77.6389254674996",; Bagaluru,North Bangalore
P687,"12.909497473591557, 77.63511843759316",; HSR Layout,East Bangalore
P688,"13.072472200000343, 77.80872287055219",; Hoskote,East Bangalore
P690,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P691,"12.935719445789346, 77.62028780369735",; Koramangala,East Bangalore
P692,"12.929907578102656, 77.74008647669012",; Gunjur,East Bangalore
P693,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P694,"12.93933587943216, 77.58946635280802",; Vishveshwara Puram,Central Bangalore
P695,"13.225609065354426, 77.68693148887245",; Devanahalli,North Bangalore
P696,"12.949552540344849, 77.57664193687353",; Basavanagudi,South Bangalore
P697,"13.064312434170768, 77.63411809893344",; Thanisandra,North Bangalore
P698,"13.234698996482976, 77.72183647560139",; Devanahalli,North Bangalore
P699,"13.221632508331243, 77.67624248221131",; Devanahalli,North Bangalore
P700,"12.967260655811153, 77.75236094822229",; Whitefield,East Bangalore
P701,"12.920421749829389, 77.53663919704536",; Rajarajeshwari Nagar,West Bangalore
P702,"12.920421749829389, 77.53663919704536",; Rajarajeshwari Nagar,West Bangalore
P703,"12.976634525463629, 77.5572376768376",; Chickpet,Central Bangalore
P704,"12.943490071170464, 77.56196924553593",; Basavanagudi,South Bangalore
P705,"12.889898493732277, 77.65303571453207",; Kudlu,East Bangalore
P706,"13.046314806488017, 77.50263744110752",; Nagasandra,West Bangalore
P707,"13.079526599876527, 77.6619836963841",; Chikkagubbi,North Bangalore
P708,"12.933611384275254, 77.71670563501178",; Panathur,East Bangalore
P709,"13.052659722429647, 77.6776268189257",; Bileshivale,North Bangalore
P710,"12.885812190319688, 77.76724401165691",; Sarjapura,East Bangalore
P711,"12.934475186429314, 77.73940960140169",; Varthur,East Bangalore
P712,"13.064312434170768, 77.63411809893344",; Thanisandra,North Bangalore
P713,"12.934475186429314, 77.73940960140169",; Varthur,East Bangalore
P714,"12.786878395879533, 77.74425861622242",; Attibele,South Bangalore
P715,"13.199917951043071, 77.58196510000049",; Devanahalli,North Bangalore
P716,"12.893528668226974, 77.7048519177907",; Chikkakannalli,East Bangalore
P717,"12.826691607805436, 77.7192262249945",; Muthanallur,South Bangalore
P718,"12.875678121251507, 77.77845060984751",; Sarjapura,East Bangalore
P719,"12.934574601256234, 77.74373159133789",; Varthur,East Bangalore
P720,"13.011717133352363, 77.74593387055101",; Kannamangala,East Bangalore
P721,"13.026508558431626, 77.76344749632278",; Kannamangala,East Bangalore
P722,"12.89352699451544, 77.70485376116385",; Chikkakannalli,East Bangalore
P723,"13.086090317197556, 77.62373175607841",; Jakkur,North Bangalore
P724,"12.881873346325234, 77.68872729999958",; Gattahalli,East Bangalore
P725,"12.88186351358031, 77.68989261845907",Not Found,Not Found
P727,"12.982652751067477, 77.64640623454285",; C V Raman Nagar,East Bangalore
P728,"12.875678121251507, 77.77845060984751",; Sarjapura,East Bangalore
P729,"12.890324009177423, 77.6373118396877",; Begur,South Bangalore
P730,"13.103984613855909, 77.60669212871966",; Yelahanka,East Bangalore
P731,"13.069223999727107, 77.69219081942869",; Bidarahalli,North Bangalore
P732,"13.069223999727107, 77.69219081942869",; Bidarahalli,North Bangalore
P733,"12.98498582151736, 77.75253479508984",; Hoodi,East Bangalore
P734,"12.878025170695436, 77.76951461524116",; Sarjapura,East Bangalore
P735,"13.308086278941593, 77.69750391181606",; Devanahalli,North Bangalore
P736,"13.308084862968368, 77.6974808278891",; Devanahalli,North Bangalore
P737,"13.012873106830648, 77.54977884309325",; Yeshwantpur,West Bangalore
P738,"12.840863587222001, 77.78437750350288",; Sarjapura,East Bangalore
P739,"13.050145885787103, 77.59459155996014",; Hebbal,North Bangalore
P740,"12.86759937714614, 77.52360447702935",; Banashankari 6th Stage,South Bangalore
P741,"12.914904265527259, 77.62820157674234",; HSR Layout,East Bangalore
P742,"13.064139575653419, 77.74448912818679",; Budigere Cross,East Bangalore
P743,"13.098669829479288, 77.64129883438237",; Yelahanka,East Bangalore
P744,"12.990977960169168, 77.71571878834251",; Hoodi,East Bangalore
P745,"12.885247827003717, 77.70417369878497",; Chikkakannalli,East Bangalore
P746,"13.024426346223478, 77.76198951165661",; Kannamangala,East Bangalore
P748,"13.075918659497166, 77.6098875588964",; Jakkur,North Bangalore
P749,"12.964358902846465, 77.74779042768041",; Whitefield,East Bangalore
P750,"12.91153543417005, 77.67658852246504",Not Found,Not Found
P751,"12.988515648313708, 77.71167025418036",; Hoodi,East Bangalore
P752,"13.000725902325957, 77.61661994875541",; Fraser Town,Central Bangalore
P753,"12.976305293216688, 77.61787434497396",; Fraser Town,Central Bangalore
P754,"12.956146717111418, 77.71806639337527",; Munekolala,Not Found
P755,"12.89352699451544, 77.70485376116385",; Chikkakannalli,East Bangalore
P756,"12.864122244657544, 77.69794890838845",; Gattahalli,East Bangalore
P758,"12.883889469532587, 77.62935420057943",; Begur,South Bangalore
P760,"13.236642906609791, 77.69769988979223",; Devanahalli,North Bangalore
P761,"12.921804315798031, 77.59975924481155",; Jayanagar ,Not Found
P762,"13.14692150491383, 77.67440651350014",; KIADB Park,North Bangalore
P763,"13.14692150491383, 77.67440651350014",; KIADB Park,North Bangalore
P764,"13.272312477571464, 77.61818747732474",; Devanahalli,North Bangalore
P767,"12.89352699451544, 77.70485376116385",; Chikkakannalli,East Bangalore
P768,"12.907601314749083, 77.68665436208337",; Doddakannelli,East Bangalore
P769,"12.979669209125094, 77.69221037959213",; Dodda Nekkundi,East Bangalore
P770,"12.931494596923642, 77.67884531691043",; Marathahalli,East Bangalore
P771,"12.919183567276148, 77.66592935128799",; Harlur,East Bangalore
P772,"12.972740282505839, 77.762918201677",; Whitefield,East Bangalore
P773,"12.878339876861647, 77.77419379167948",; Sarjapura,East Bangalore
P774,"12.78412742778257, 77.65739474862812",; Jigani,South Bangalore
P775,"12.999370605930636, 77.7573308528105",; Kadugodi,East Bangalore
P776,"12.875139320111384, 77.69827708409525",; Gattahalli,East Bangalore
P777,"12.999370605930636, 77.7573308528105",; Kadugodi,East Bangalore
P778,"12.863611792325475, 77.54063907001292",; Banashankari 6th Stage,South Bangalore
P779,"12.863611792325475, 77.54063907001292",; Banashankari 6th Stage,South Bangalore
P780,"12.863611792325475, 77.54063907001292",; Banashankari 6th Stage,South Bangalore
P781,"12.863611792325475, 77.54063907001292",; Banashankari 6th Stage,South Bangalore
P782,"12.863611792325475, 77.54063907001292",; Banashankari 6th Stage,South Bangalore
P783,"12.876943293503748, 77.77427522921634",; Sarjapura,East Bangalore
P784,"12.978653118763706, 77.56372516540624",; Rajajinagar,West Bangalore
P785,"13.021538408388187, 77.70572345430917",; K R Puram,East Bangalore
P786,"13.038836158049273, 77.56352063194426",; Yeshwantpur,West Bangalore
P787,"13.032164395225596, 77.76175197334952",; Kannamangala,East Bangalore
P788,"12.988306051503804, 77.66989409117302",; A. Narayanapura,East Bangalore
P789,"12.934475186429314, 77.73940960140169",; Varthur,East Bangalore
P790,"12.9881158752195, 77.72047036940027",; Hoodi,East Bangalore
P791,"12.9881158752195, 77.72047036940027",; Hoodi,East Bangalore
P792,"12.9881158752195, 77.72047036940027",; Hoodi,East Bangalore
P793,"12.9881158752195, 77.72047036940027",; Hoodi,East Bangalore
P794,"12.9881158752195, 77.72047036940027",; Hoodi,East Bangalore
P795,"13.062890217416742, 77.66301680886482",; Kyalasanahalli,Not Found
P796,"12.950843705426873, 77.71721064507166",; Brookefield,East Bangalore
P797,"12.960421194097975, 77.74789536433062",; Whitefield,East Bangalore
P798,"13.146093310458133, 77.6389254674996",; Bagaluru,North Bangalore
P799,"12.982834942914103, 77.72148122898693",; Hoodi,East Bangalore
P800,"12.875678121251507, 77.77845060984751",; Sarjapura,East Bangalore
P801,"12.982050852799171, 77.74219410212284",; Hoodi,East Bangalore
P802,"12.851545527058626, 77.73151833613565",; Gopasandra,South Bangalore
P803,"12.894552146858075, 77.66343209835155",; Harlur,East Bangalore
P804,"12.89352699451544, 77.70485376116385",; Chikkakannalli,East Bangalore
P805,"13.021538408388187, 77.70572345430917",; K R Puram,East Bangalore
P806,"12.975692210973884, 77.62113266636649",; Fraser Town,Central Bangalore
P807,"12.952947339530555, 77.71520560797198",; Brookefield,East Bangalore
P808,"12.978804367108983, 77.74896730000037",; Hoodi,East Bangalore
P809,"12.991849077611757, 77.6606414658563",; C V Raman Nagar,East Bangalore
P810,"13.011717133352363, 77.74593387055101",; Kannamangala,East Bangalore
P811,"13.009434239260552, 77.7360986883368",; Sadaramangala,East Bangalore
P812,"12.853251929419775, 77.69429358478563",; Gulimangala,East Bangalore
P813,"12.874172449946604, 77.69624401001568",; Gattahalli,East Bangalore
P814,"12.897192241913729, 77.67808890244288",; Doddakannelli,East Bangalore
P815,"12.865402075185388, 77.69028322607055",; Gulimangala,East Bangalore
P816,"12.930594400296119, 77.63692079163755",; Koramangala,East Bangalore
P817,"13.146299047979157, 77.68175157896492",; KIADB Park,North Bangalore
P818,"12.891755666801183, 77.70977131959641",; Chikkakannalli,East Bangalore
P819,"13.095617246104728, 77.6098596219775",; Yelahanka,East Bangalore
P820,"12.99522736609482, 77.66915665716027",; A. Narayanapura,East Bangalore
P821,"13.069668069617595, 77.5923671003496",; Vignana Kendra,North Bangalore
P822,"13.01461165392046, 77.76180473699421",; Kannamangala,East Bangalore
P823,"12.99742185707248, 77.760098069951",; Kadugodi,East Bangalore
P824,"12.89352699451544, 77.70485376116385",; Chikkakannalli,East Bangalore
P825,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P826,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P827,"12.990070046947421, 77.72409100657585",; Hoodi,East Bangalore
P828,"12.89907622857089, 77.70602926939793",; Chikkakannalli,East Bangalore
P829,"12.886122258623365, 77.68157355763205",; Choodasandra,East Bangalore
P830,"13.146106321598067, 77.6389274597008",; Bagaluru,North Bangalore
P831,"12.979505880780113, 77.74538688834315",; Hoodi,East Bangalore
P832,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P833,"13.221632508331243, 77.67624248221131",; Devanahalli,North Bangalore
P834,"13.085279807132753, 77.64453234263925",; Yelahanka,East Bangalore
P835,"12.79638419275984, 77.68244676342199",; Bommasandra,South Bangalore
P837,"13.052365332061871, 77.69841581717293",; Margondanahalli,North Bangalore
P838,"13.078136958538341, 77.66167972801806",; Chikkagubbi,North Bangalore
P839,"12.965663761274143, 77.55975561636156",; Chickpet,Central Bangalore
P840,"13.026508558431626, 77.76344749632278",; Kannamangala,East Bangalore
P841,"12.902970139329527, 77.66220826592686",; Harlur,East Bangalore
P842,"12.961755675403154, 77.74700272953922",; Whitefield,East Bangalore
P843,"12.83194911153013, 77.65052720917072",; Bommasandra,South Bangalore
