Project Name,Latitude,Longitude,Google Maps URL,Micromarket Name
Pride Sunrise,12.7838058,77.6101398,"https://www.google.com/maps/place/Pride+Sunrise/@12.7838058,77.6101398,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae694b31764083:0x5cd6ddc1a8f0c8c9!8m2!3d12.7838006!4d77.6127147!16s%2Fg%2F11hzz6vdss?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Ragihalli
Sattva Aeropolis,13.2121456,77.6713225,"https://www.google.com/maps/place/Sattva+Aeropolis/@13.2121456,77.6713225,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d76b8484685:0x5cfe84cc2ebed7b8!8m2!3d13.2121404!4d77.6738974!16s%2Fg%2F11rtcwbnty?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Mahindra Zen,12.8718182,77.6397381,"https://www.google.com/maps/place/Mahindra+Zen/@12.8718182,77.6397381,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6b62f46da2b7:0x13737559f4080bce!8m2!3d12.871813!4d77.642313!16s%2Fg%2F11vhvks_yl?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Begur
Tata Swaram,13.1928338,77.6634231,"https://www.google.com/maps/place/Swaram+by+TATA+Housing/@13.1928338,77.6634231,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d0a5bdc08b7:0x8dd8922cf24b90c0!8m2!3d13.1928286!4d77.665998!16s%2Fg%2F11q3qtqfwm?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Airport City
Shriram Southern Crest,12.9057189,77.5698975,"https://www.google.com/maps/place/Shriram+Southern+Crest/@12.9057189,77.5698975,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15657be11e7d:0xcdc942c3db2873aa!8m2!3d12.9057137!4d77.5724724!16s%2Fg%2F11cnzm_hlc?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Uttarahalli
Elite Serenity ,13.0382461,77.6293325,"https://www.google.com/maps/place/Elite+Serenity/@13.0382461,77.6293325,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17000fdafec9:0xc1765f530526cdcf!8m2!3d13.0382409!4d77.6319074!16s%2Fg%2F11w9nmgvg_?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hennur
Grand La Palazzo,12.8360662,77.7293969,"https://www.google.com/maps/place/Grand+La+Palazzo/@12.8360662,77.7293969,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6dc38e32a109:0xc9f071c021c3f6b4!8m2!3d12.836061!4d77.7319718!16s%2Fg%2F11vjb9950p?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Muthanallur
Prestige Sanctuary,13.144146,77.4896457,"https://www.google.com/maps/search/Prestige+Sanctuary,+Bengaluru,+Karnataka,+India/@13.144146,77.4896457,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hesaraghatta
Sterling Villa Grande ,13.0113138,77.757041,"https://www.google.com/maps/place/Sterling+Villa+Grande/@13.0113138,77.757041,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f7730770369:0xf1308a2b4e2200eb!8m2!3d13.0113086!4d77.7596159!16s%2Fg%2F11g1lmdhp3?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kadugodi
Blue Water Lake Front,12.8846844,77.6654597,"https://www.google.com/maps/search/Blue+Water+Lake+Front,+Bengaluru,+Karnataka,+India/@12.8846844,77.6654597,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kudlu
Svasthya Mandala,12.9576713,77.7714668,"https://www.google.com/maps/place/Svasthya+Mandala+%7C+Sustainable%26+Green+Villas+in+Bangalore,+Gated+Community/@12.9576713,77.7714668,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0def37e708ad:0xdb51e1dbf1bf0ea5!8m2!3d12.9576661!4d77.7740417!16s%2Fg%2F11h6m4tx53?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Godrej Woodland,12.8990457,77.8338158,"https://www.google.com/maps/place/Godrej+Woodland,+Bangalore/@12.8990457,77.8338158,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0d7188186dd5:0x175365f03ed532eb!8m2!3d12.8990405!4d77.8363907!16s%2Fg%2F11qq9bhqpl?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hoskote
Saiven Mulberry Groves,12.8370893,77.7342711,"https://www.google.com/maps/place/SAIVEN+MULBERRY+GROVES/@12.8370893,77.7342711,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6df9fb52e7a1:0xd1080d2543a8dcac!8m2!3d12.8370841!4d77.736846!16s%2Fg%2F11hllblt5n?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gopasandra
Vaishnavi Premiere,12.9847022,77.6122789,"https://www.google.com/maps/place/Vaishnavi+AT+-+One+Premiere/@12.9847022,77.6122789,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17dca2a3db39:0xfd9f0ffca0544728!8m2!3d12.984697!4d77.6148538!16s%2Fg%2F11ng76sp62?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Fraser Town
Birla Tisya,12.980222,77.535739,"https://www.google.com/maps/place/Birla+Tisya+Rajajinagar/@12.980222,77.535739,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3d0ff1316337:0x2bbbe8701070fbdc!8m2!3d12.9802168!4d77.5383139!16s%2Fg%2F11ngh_yrcy?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Rajajinagar
Pavani Mirabilia,13.0170957,77.7598007,"https://www.google.com/maps/place/Pavani+Mirabilia/@13.0170957,77.7598007,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0fa04d605443:0xdb00b874daf8cc0f!8m2!3d13.0170905!4d77.7623756!16s%2Fg%2F11smw4cvy4?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannamangala
Earthen Ambience,12.8358342,77.7758748,"https://www.google.com/maps/place/Earthen+Ambience+by+Evantha+Sri+Durga/@12.8358342,77.7758748,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73075e8f3217:0x435d8dde99851f9c!8m2!3d12.835829!4d77.7784497!16s%2Fg%2F11v0jt9qm9?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
NBR Hill View,13.39407,77.6936522,"https://www.google.com/maps/place/NBR+Hills+view+plots/@13.39407,77.6936522,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e59e991ac1f1:0x1b79b0027ad30371!8m2!3d13.3940648!4d77.6962271!16s%2Fg%2F11g1sgylks?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
Eon Akash B & C,12.9378178,77.7293264,"https://www.google.com/maps/search/Eon+Akash+B+%26+C,+Bengaluru,+Karnataka,+India/@12.9378178,77.7293264,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Balagere
Vaishno Ambaram,12.9457006,77.2511443,"https://www.google.com/maps/search/Vaishno+Ambaram,+Bengaluru,+Karnataka,+India/@12.9457006,77.2511443,10z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bangalore South
Arvind Orchards,13.0584097,77.583129,"https://www.google.com/maps/place/Arvind+Orchards+Apartments+Sahakar+Nagar/@13.0584097,77.583129,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae191fa7a42b05:0xf5e217687aa0eb1a!8m2!3d13.0584045!4d77.5857039!16s%2Fg%2F11h57k4gc7?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
Sobha Oakshire,13.2317629,77.6754213,"https://www.google.com/maps/place/SOBHA+Oakshire/@13.2317629,77.6754213,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d8e068d6e81:0xa34f5aa954d74683!8m2!3d13.2317577!4d77.6779962!16s%2Fg%2F11tgfjgckr?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Aashish ANR Rowhouse,12.9470017,77.7170374,"https://www.google.com/maps/place/Ashish+Narayana+Rowhouse/@12.9470017,77.7170374,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13b3f40465a1:0xaef3fce0ec1a3f59!8m2!3d12.9469965!4d77.7196123!16s%2Fg%2F11q4mb4j2t?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Brookefield
Shriram Sapphire,12.822917,77.6906632,"https://www.google.com/maps/place/Shriram+Sapphire/@12.822917,77.6906632,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d007fd3be2b:0xf3b51df8db64f87d!8m2!3d12.8229118!4d77.6932381!16s%2Fg%2F11y6knprh9?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
Coco Nest,13.0637828,77.7430672,"https://www.google.com/maps/place/CocoNest/@13.0637828,77.7430672,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0fbab575959b:0x4cda3c50d92906b6!8m2!3d13.0637776!4d77.7456421!16s%2Fg%2F11ph122mr3?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Budigere Cross
Yuva Sunrise,12.7769799,77.7470794,"https://www.google.com/maps/place/YUVA+SUNRISE+APARTMENT/@12.7769799,77.7470794,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae7165f0b96097:0x3629f2fd6409f039!8m2!3d12.7769747!4d77.7496543!16s%2Fg%2F11s37s42gw?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Attibele
